title,abstract,authors,link,source,cleaned_abstract
Context-adaptive neural network based prediction for image compression,"This paper describes a set of neural network architectures, called Prediction Neural Networks Set (PNNS), based on both fully-connected and convolutional neural networks, for intra image prediction. The choice of neural network for predicting a given image block depends on the block size, hence does not need to be signalled to the decoder. It is shown that, while fully-connected neural networks give good performance for small block sizes, convolutional neural networks provide better predictions in large blocks with complex textures. Thanks to the use of masks of random sizes during training, the neural networks of PNNS well adapt to the available context that may vary, depending on the position of the image block to be predicted. When integrating PNNS into a H.265 codec, PSNR-rate performance gains going from 1.46% to 5.20% are obtained. These gains are on average 0.99% larger than those of prior neural network based methods. Unlike the H.265 intra prediction modes, which are each specialized in predicting a specific texture, the proposed PNNS can model a large set of complex textures.","Thierry Dumas, Aline Roumy, Christine Guillemot",http://arxiv.org/abs/1807.06244v2,arXiv,this paper describes a set of neural network architecture call prediction neural network set pnns base on both fully-connected and convolutional neural network for intra image prediction the choice of neural network for predict a give image block depends on the block size hence do not need to be signal to the decoder it be show that while fully-connected neural network give good performance for small block size convolutional neural network provide well prediction in large block with complex texture thanks to the use of mask of random size during training the neural network of pnns well adapt to the available context that may vary depend on the position of the image block to be predict when integrate pnns into a h 265 codec psnr-rate performance gain go from 1 46 to 5 20 be obtain these gain be on average 0 99 large than those of prior neural network base method unlike the h 265 intra prediction mode which be each specialized in predict a specific texture the propose pnns can model a large set of complex texture
Simultaneous Weight and Architecture Optimization for Neural Networks,"Neural networks are trained by choosing an architecture and training the parameters. The choice of architecture is often by trial and error or with Neural Architecture Search (NAS) methods. While NAS provides some automation, it often relies on discrete steps that optimize the architecture and then train the parameters. We introduce a novel neural network training framework that fundamentally transforms the process by learning architecture and parameters simultaneously with gradient descent. With the appropriate setting of the loss function, it can discover sparse and compact neural networks for given datasets. Central to our approach is a multi-scale encoder-decoder, in which the encoder embeds pairs of neural networks with similar functionalities close to each other (irrespective of their architectures and weights). To train a neural network with a given dataset, we randomly sample a neural network embedding in the embedding space and then perform gradient descent using our custom loss function, which incorporates a sparsity penalty to encourage compactness. The decoder generates a neural network corresponding to the embedding. Experiments demonstrate that our framework can discover sparse and compact neural networks maintaining a high performance.","Zitong Huang, Mansooreh Montazerin, Ajitesh Srivastava",http://arxiv.org/abs/2410.08339v1,arXiv,neural network be train by choose an architecture and training the parameter the choice of architecture be often by trial and error or with neural architecture search na method while na provide some automation it often relies on discrete step that optimize the architecture and then train the parameter we introduce a novel neural network training framework that fundamentally transforms the process by learn architecture and parameter simultaneously with gradient descent with the appropriate set of the loss function it can discover sparse and compact neural network for give datasets central to our approach be a multi-scale encoder-decoder in which the encoder embeds pair of neural network with similar functionality close to each other irrespective of their architecture and weight to train a neural network with a give dataset we randomly sample a neural network embed in the embed space and then perform gradient descent use our custom loss function which incorporates a sparsity penalty to encourage compactness the decoder generates a neural network correspond to the embed experiment demonstrate that our framework can discover sparse and compact neural network maintain a high performance
Making Neural Networks FAIR,"Research on neural networks has gained significant momentum over the past few years. Because training is a resource-intensive process and training data cannot always be made available to everyone, there has been a trend to reuse pre-trained neural networks. As such, neural networks themselves have become research data. In this paper, we first present the neural network ontology FAIRnets Ontology, an ontology to make existing neural network models findable, accessible, interoperable, and reusable according to the FAIR principles. Our ontology allows us to model neural networks on a meta-level in a structured way, including the representation of all network layers and their characteristics. Secondly, we have modeled over 18,400 neural networks from GitHub based on this ontology, which we provide to the public as a knowledge graph called FAIRnets, ready to be used for recommending suitable neural networks to data scientists.","Anna Nguyen, Tobias Weller, Michael Färber, York Sure-Vetter",http://arxiv.org/abs/1907.11569v4,arXiv,research on neural network have gain significant momentum over the past few year because training be a resource-intensive process and training data can not always be make available to everyone there have be a trend to reuse pre-trained neural network a such neural network themselves have become research data in this paper we first present the neural network ontology fairnets ontology an ontology to make exist neural network model findable accessible interoperable and reusable accord to the fair principle our ontology allows u to model neural network on a meta-level in a structure way include the representation of all network layer and their characteristic secondly we have model over 18 400 neural network from github base on this ontology which we provide to the public a a knowledge graph call fairnets ready to be use for recommend suitable neural network to data scientist
An SMT-Based Approach for Verifying Binarized Neural Networks,"Deep learning has emerged as an effective approach for creating modern software systems, with neural networks often surpassing hand-crafted systems. Unfortunately, neural networks are known to suffer from various safety and security issues. Formal verification is a promising avenue for tackling this difficulty, by formally certifying that networks are correct. We propose an SMT-based technique for verifying Binarized Neural Networks - a popular kind of neural network, where some weights have been binarized in order to render the neural network more memory and energy efficient, and quicker to evaluate. One novelty of our technique is that it allows the verification of neural networks that include both binarized and non-binarized components. Neural network verification is computationally very difficult, and so we propose here various optimizations, integrated into our SMT procedure as deduction steps, as well as an approach for parallelizing verification queries. We implement our technique as an extension to the Marabou framework, and use it to evaluate the approach on popular binarized neural network architectures.","Guy Amir, Haoze Wu, Clark Barrett, Guy Katz",http://arxiv.org/abs/2011.02948v2,arXiv,deep learn have emerge a an effective approach for create modern software system with neural network often surpass hand-crafted system unfortunately neural network be know to suffer from various safety and security issue formal verification be a promising avenue for tackle this difficulty by formally certify that network be correct we propose an smt-based technique for verify binarized neural network - a popular kind of neural network where some weight have be binarized in order to render the neural network more memory and energy efficient and quicker to evaluate one novelty of our technique be that it allows the verification of neural network that include both binarized and non-binarized component neural network verification be computationally very difficult and so we propose here various optimization integrate into our smt procedure a deduction step a well a an approach for parallelize verification query we implement our technique a an extension to the marabou framework and use it to evaluate the approach on popular binarized neural network architecture
"Exploring the Imposition of Synaptic Precision Restrictions For
  Evolutionary Synthesis of Deep Neural Networks","A key contributing factor to incredible success of deep neural networks has been the significant rise on massively parallel computing devices allowing researchers to greatly increase the size and depth of deep neural networks, leading to significant improvements in modeling accuracy. Although deeper, larger, or complex deep neural networks have shown considerable promise, the computational complexity of such networks is a major barrier to utilization in resource-starved scenarios. We explore the synaptogenesis of deep neural networks in the formation of efficient deep neural network architectures within an evolutionary deep intelligence framework, where a probabilistic generative modeling strategy is introduced to stochastically synthesize increasingly efficient yet effective offspring deep neural networks over generations, mimicking evolutionary processes such as heredity, random mutation, and natural selection in a probabilistic manner. In this study, we primarily explore the imposition of synaptic precision restrictions and its impact on the evolutionary synthesis of deep neural networks to synthesize more efficient network architectures tailored for resource-starved scenarios. Experimental results show significant improvements in synaptic efficiency (~10X decrease for GoogLeNet-based DetectNet) and inference speed (>5X increase for GoogLeNet-based DetectNet) while preserving modeling accuracy.","Mohammad Javad Shafiee, Francis Li, Alexander Wong",http://arxiv.org/abs/1707.00095v1,arXiv,a key contribute factor to incredible success of deep neural network have be the significant rise on massively parallel compute device allow researcher to greatly increase the size and depth of deep neural network lead to significant improvement in model accuracy although deeper large or complex deep neural network have show considerable promise the computational complexity of such network be a major barrier to utilization in resource-starved scenario we explore the synaptogenesis of deep neural network in the formation of efficient deep neural network architecture within an evolutionary deep intelligence framework where a probabilistic generative model strategy be introduce to stochastically synthesize increasingly efficient yet effective offspring deep neural network over generation mimic evolutionary process such a heredity random mutation and natural selection in a probabilistic manner in this study we primarily explore the imposition of synaptic precision restriction and it impact on the evolutionary synthesis of deep neural network to synthesize more efficient network architecture tailor for resource-starved scenario experimental result show significant improvement in synaptic efficiency 10x decrease for googlenet-based detectnet and inference speed 5x increase for googlenet-based detectnet while preserve model accuracy
"Scalable Training of Artificial Neural Networks with Adaptive Sparse
  Connectivity inspired by Network Science","Through the success of deep learning in various domains, artificial neural networks are currently among the most used artificial intelligence methods. Taking inspiration from the network properties of biological neural networks (e.g. sparsity, scale-freeness), we argue that (contrary to general practice) artificial neural networks, too, should not have fully-connected layers. Here we propose sparse evolutionary training of artificial neural networks, an algorithm which evolves an initial sparse topology (Erd\H{o}s-R\'enyi random graph) of two consecutive layers of neurons into a scale-free topology, during learning. Our method replaces artificial neural networks fully-connected layers with sparse ones before training, reducing quadratically the number of parameters, with no decrease in accuracy. We demonstrate our claims on restricted Boltzmann machines, multi-layer perceptrons, and convolutional neural networks for unsupervised and supervised learning on 15 datasets. Our approach has the potential to enable artificial neural networks to scale up beyond what is currently possible.","Decebal Constantin Mocanu, Elena Mocanu, Peter Stone, Phuong H. Nguyen, Madeleine Gibescu, Antonio Liotta",http://arxiv.org/abs/1707.04780v2,arXiv,through the success of deep learn in various domain artificial neural network be currently among the most use artificial intelligence method take inspiration from the network property of biological neural network e g sparsity scale-freeness we argue that contrary to general practice artificial neural network too should not have fully-connected layer here we propose sparse evolutionary training of artificial neural network an algorithm which evolves an initial sparse topology erd s-r enyi random graph of two consecutive layer of neuron into a scale-free topology during learn our method replaces artificial neural network fully-connected layer with sparse one before training reduce quadratically the number of parameter with no decrease in accuracy we demonstrate our claim on restrict boltzmann machine multi-layer perceptrons and convolutional neural network for unsupervised and supervise learn on 15 datasets our approach have the potential to enable artificial neural network to scale up beyond what be currently possible
Mean Field Analysis of Neural Networks: A Law of Large Numbers,"Machine learning, and in particular neural network models, have revolutionized fields such as image, text, and speech recognition. Today, many important real-world applications in these areas are driven by neural networks. There are also growing applications in engineering, robotics, medicine, and finance. Despite their immense success in practice, there is limited mathematical understanding of neural networks. This paper illustrates how neural networks can be studied via stochastic analysis, and develops approaches for addressing some of the technical challenges which arise. We analyze one-layer neural networks in the asymptotic regime of simultaneously (A) large network sizes and (B) large numbers of stochastic gradient descent training iterations. We rigorously prove that the empirical distribution of the neural network parameters converges to the solution of a nonlinear partial differential equation. This result can be considered a law of large numbers for neural networks. In addition, a consequence of our analysis is that the trained parameters of the neural network asymptotically become independent, a property which is commonly called ""propagation of chaos"".","Justin Sirignano, Konstantinos Spiliopoulos",http://arxiv.org/abs/1805.01053v4,arXiv,machine learn and in particular neural network model have revolutionize field such a image text and speech recognition today many important real-world application in these area be driven by neural network there be also grow application in engineering robotics medicine and finance despite their immense success in practice there be limited mathematical understand of neural network this paper illustrates how neural network can be study via stochastic analysis and develops approach for address some of the technical challenge which arise we analyze one-layer neural network in the asymptotic regime of simultaneously a large network size and b large number of stochastic gradient descent training iteration we rigorously prove that the empirical distribution of the neural network parameter converges to the solution of a nonlinear partial differential equation this result can be consider a law of large number for neural network in addition a consequence of our analysis be that the train parameter of the neural network asymptotically become independent a property which be commonly call propagation of chaos
Deep Convolutional Spiking Neural Networks for Image Classification,"Spiking neural networks are biologically plausible counterparts of the artificial neural networks, artificial neural networks are usually trained with stochastic gradient descent and spiking neural networks are trained with spike timing dependant plasticity. Training deep convolutional neural networks is a memory and power intensive job. Spiking networks could potentially help in reducing the power usage. There is a large pool of tools for one to chose to train artificial neural networks of any size, on the other hand all the available tools to simulate spiking neural networks are geared towards computational neuroscience applications and they are not suitable for real life applications. In this work we focus on implementing a spiking CNN using Tensorflow to examine behaviour of the network and empirically study the effect of various parameters on learning capabilities and also study catastrophic forgetting in the spiking CNN and weight initialization problem in R-STDP using MNIST and N-MNIST data sets.","Ruthvik Vaila, John Chiasson, Vishal Saxena",http://arxiv.org/abs/1903.12272v2,arXiv,spike neural network be biologically plausible counterpart of the artificial neural network artificial neural network be usually train with stochastic gradient descent and spike neural network be train with spike timing dependant plasticity training deep convolutional neural network be a memory and power intensive job spike network could potentially help in reduce the power usage there be a large pool of tool for one to chose to train artificial neural network of any size on the other hand all the available tool to simulate spike neural network be gear towards computational neuroscience application and they be not suitable for real life application in this work we focus on implement a spike cnn use tensorflow to examine behaviour of the network and empirically study the effect of various parameter on learn capability and also study catastrophic forget in the spike cnn and weight initialization problem in r-stdp use mnist and n-mnist data set
"Univariate ReLU neural network and its application in nonlinear system
  identification","ReLU (rectified linear units) neural network has received significant attention since its emergence. In this paper, a univariate ReLU (UReLU) neural network is proposed to both modelling the nonlinear dynamic system and revealing insights about the system. Specifically, the neural network consists of neurons with linear and UReLU activation functions, and the UReLU functions are defined as the ReLU functions respect to each dimension. The UReLU neural network is a single hidden layer neural network, and the structure is relatively simple. The initialization of the neural network employs the decoupling method, which provides a good initialization and some insight into the nonlinear system. Compared with normal ReLU neural network, the number of parameters of UReLU network is less, but it still provide a good approximation of the nonlinear dynamic system. The performance of the UReLU neural network is shown through a Hysteretic benchmark system: the Bouc-Wen system. Simulation results verify the effectiveness of the proposed method.","Xinglong Liang, Jun Xu",http://arxiv.org/abs/2003.02666v1,arXiv,relu rectify linear unit neural network have receive significant attention since it emergence in this paper a univariate relu urelu neural network be propose to both model the nonlinear dynamic system and reveal insight about the system specifically the neural network consists of neuron with linear and urelu activation function and the urelu function be define a the relu function respect to each dimension the urelu neural network be a single hidden layer neural network and the structure be relatively simple the initialization of the neural network employ the decouple method which provide a good initialization and some insight into the nonlinear system compare with normal relu neural network the number of parameter of urelu network be less but it still provide a good approximation of the nonlinear dynamic system the performance of the urelu neural network be show through a hysteretic benchmark system the bouc-wen system simulation result verify the effectiveness of the propose method
Feedforward Sequential Memory Neural Networks without Recurrent Feedback,"We introduce a new structure for memory neural networks, called feedforward sequential memory networks (FSMN), which can learn long-term dependency without using recurrent feedback. The proposed FSMN is a standard feedforward neural networks equipped with learnable sequential memory blocks in the hidden layers. In this work, we have applied FSMN to several language modeling (LM) tasks. Experimental results have shown that the memory blocks in FSMN can learn effective representations of long history. Experiments have shown that FSMN based language models can significantly outperform not only feedforward neural network (FNN) based LMs but also the popular recurrent neural network (RNN) LMs.","ShiLiang Zhang, Hui Jiang, Si Wei, LiRong Dai",http://arxiv.org/abs/1510.02693v1,arXiv,we introduce a new structure for memory neural network call feedforward sequential memory network fsmn which can learn long-term dependency without use recurrent feedback the propose fsmn be a standard feedforward neural network equip with learnable sequential memory block in the hidden layer in this work we have apply fsmn to several language model lm task experimental result have show that the memory block in fsmn can learn effective representation of long history experiment have show that fsmn base language model can significantly outperform not only feedforward neural network fnn base lm but also the popular recurrent neural network rnn lm
Flow of Information in Feed-Forward Deep Neural Networks,"Feed-forward deep neural networks have been used extensively in various machine learning applications. Developing a precise understanding of the underling behavior of neural networks is crucial for their efficient deployment. In this paper, we use an information theoretic approach to study the flow of information in a neural network and to determine how entropy of information changes between consecutive layers. Moreover, using the Information Bottleneck principle, we develop a constrained optimization problem that can be used in the training process of a deep neural network. Furthermore, we determine a lower bound for the level of data representation that can be achieved in a deep neural network with an acceptable level of distortion.","Pejman Khadivi, Ravi Tandon, Naren Ramakrishnan",http://arxiv.org/abs/1603.06220v1,arXiv,feed-forward deep neural network have be use extensively in various machine learn application develop a precise understand of the underling behavior of neural network be crucial for their efficient deployment in this paper we use an information theoretic approach to study the flow of information in a neural network and to determine how entropy of information change between consecutive layer moreover use the information bottleneck principle we develop a constrain optimization problem that can be use in the training process of a deep neural network furthermore we determine a low bound for the level of data representation that can be achieve in a deep neural network with an acceptable level of distortion
"Fixed-point optimization of deep neural networks with adaptive step size
  retraining","Fixed-point optimization of deep neural networks plays an important role in hardware based design and low-power implementations. Many deep neural networks show fairly good performance even with 2- or 3-bit precision when quantized weights are fine-tuned by retraining. We propose an improved fixedpoint optimization algorithm that estimates the quantization step size dynamically during the retraining. In addition, a gradual quantization scheme is also tested, which sequentially applies fixed-point optimizations from high- to low-precision. The experiments are conducted for feed-forward deep neural networks (FFDNNs), convolutional neural networks (CNNs), and recurrent neural networks (RNNs).","Sungho Shin, Yoonho Boo, Wonyong Sung",http://arxiv.org/abs/1702.08171v1,arXiv,fixed-point optimization of deep neural network play an important role in hardware base design and low-power implementation many deep neural network show fairly good performance even with 2- or 3-bit precision when quantize weight be fine-tuned by retrain we propose an improve fixedpoint optimization algorithm that estimate the quantization step size dynamically during the retrain in addition a gradual quantization scheme be also test which sequentially applies fixed-point optimization from high- to low-precision the experiment be conduct for feed-forward deep neural network ffdnns convolutional neural network cnns and recurrent neural network rnns
Ablation of a Robot's Brain: Neural Networks Under a Knife,"It is still not fully understood exactly how neural networks are able to solve the complex tasks that have recently pushed AI research forward. We present a novel method for determining how information is structured inside a neural network. Using ablation (a neuroscience technique for cutting away parts of a brain to determine their function), we approach several neural network architectures from a biological perspective. Through an analysis of this method's results, we examine important similarities between biological and artificial neural networks to search for the implicit knowledge locked away in the network's weights.","Peter E. Lillian, Richard Meyes, Tobias Meisen",http://arxiv.org/abs/1812.05687v2,arXiv,it be still not fully understood exactly how neural network be able to solve the complex task that have recently push ai research forward we present a novel method for determine how information be structure inside a neural network use ablation a neuroscience technique for cut away part of a brain to determine their function we approach several neural network architecture from a biological perspective through an analysis of this method s result we examine important similarity between biological and artificial neural network to search for the implicit knowledge lock away in the network s weight
Fourier Neural Networks: A Comparative Study,"We review neural network architectures which were motivated by Fourier series and integrals and which are referred to as Fourier neural networks. These networks are empirically evaluated in synthetic and real-world tasks. Neither of them outperforms the standard neural network with sigmoid activation function in the real-world tasks. All neural networks, both Fourier and the standard one, empirically demonstrate lower approximation error than the truncated Fourier series when it comes to an approximation of a known function of multiple variables.","Abylay Zhumekenov, Malika Uteuliyeva, Olzhas Kabdolov, Rustem Takhanov, Zhenisbek Assylbekov, Alejandro J. Castro",http://arxiv.org/abs/1902.03011v1,arXiv,we review neural network architecture which be motivate by fourier series and integral and which be refer to a fourier neural network these network be empirically evaluate in synthetic and real-world task neither of them outperforms the standard neural network with sigmoid activation function in the real-world task all neural network both fourier and the standard one empirically demonstrate low approximation error than the truncate fourier series when it come to an approximation of a know function of multiple variable
"Neural Networks, Hypersurfaces, and Radon Transforms","Connections between integration along hypersufaces, Radon transforms, and neural networks are exploited to highlight an integral geometric mathematical interpretation of neural networks. By analyzing the properties of neural networks as operators on probability distributions for observed data, we show that the distribution of outputs for any node in a neural network can be interpreted as a nonlinear projection along hypersurfaces defined by level surfaces over the input data space. We utilize these descriptions to provide new interpretation for phenomena such as nonlinearity, pooling, activation functions, and adversarial examples in neural network-based learning problems.","Soheil Kolouri, Xuwang Yin, Gustavo K. Rohde",http://arxiv.org/abs/1907.02220v1,arXiv,connection between integration along hypersufaces radon transforms and neural network be exploit to highlight an integral geometric mathematical interpretation of neural network by analyze the property of neural network a operator on probability distribution for observe data we show that the distribution of output for any node in a neural network can be interpret a a nonlinear projection along hypersurfaces define by level surface over the input data space we utilize these description to provide new interpretation for phenomenon such a nonlinearity pool activation function and adversarial example in neural network-based learn problem
"Statistical Tests and Confidential Intervals as Thresholds for Quantum
  Neural Networks","Some basic quantum neural networks were analyzed and constructed in the recent work of the author \cite{dndiep3}, published in International Journal of Theoretical Physics (2020). In particular the Least Quare Problem (LSP) and the Linear Regression Problem (LRP) was discussed. In this second paper we continue to analyze and construct the least square quantum neural network (LS-QNN), the polynomial interpolation quantum neural network (PI-QNN), the polynomial regression quantum neural network (PR-QNN) and chi-squared quantum neural network ($\chi^2$-QNN). We use the corresponding solution or tests as the threshold for the corresponding training rules.",Do Ngoc Diep,http://arxiv.org/abs/2001.11844v1,arXiv,some basic quantum neural network be analyze and construct in the recent work of the author publish in international journal of theoretical physic 2020 in particular the least quare problem lsp and the linear regression problem lrp be discuss in this second paper we continue to analyze and construct the least square quantum neural network ls-qnn the polynomial interpolation quantum neural network pi-qnn the polynomial regression quantum neural network pr-qnn and chi-squared quantum neural network -qnn we use the correspond solution or test a the threshold for the correspond training rule
Power Series Expansion Neural Network,"In this paper, we develop a new neural network family based on power series expansion, which is proved to achieve a better approximation accuracy in comparison with existing neural networks. This new set of neural networks embeds the power series expansion (PSE) into the neural network structure. Then it can improve the representation ability while preserving comparable computational cost by increasing the degree of PSE instead of increasing the depth or width. Both theoretical approximation and numerical results show the advantages of this new neural network.","Qipin Chen, Wenrui Hao, Juncai He",http://arxiv.org/abs/2102.13221v2,arXiv,in this paper we develop a new neural network family base on power series expansion which be prove to achieve a well approximation accuracy in comparison with exist neural network this new set of neural network embeds the power series expansion pse into the neural network structure then it can improve the representation ability while preserve comparable computational cost by increase the degree of pse instead of increase the depth or width both theoretical approximation and numerical result show the advantage of this new neural network
Symbiotic Hybrid Neural Network Watchdog For Outlier Detection,"Neural networks are largely black boxes. A neural network trained to classify fruit may classify a picture of a giraffe as a banana. A neural network watchdog's job is to identify such inputs, allowing a classifier to disregard such data. We investigate whether the watchdog should be separate from the neural network or symbiotically attached. We present empirical evidence that the symbiotic watchdog performs better than when the neural networks are disjoint.","Justin Bui, Robert J. Marks II",http://arxiv.org/abs/2103.00582v2,arXiv,neural network be largely black box a neural network train to classify fruit may classify a picture of a giraffe a a banana a neural network watchdog s job be to identify such input allow a classifier to disregard such data we investigate whether the watchdog should be separate from the neural network or symbiotically attach we present empirical evidence that the symbiotic watchdog performs well than when the neural network be disjoint
Stock Price Prediction using Dynamic Neural Networks,"This paper will analyze and implement a time series dynamic neural network to predict daily closing stock prices. Neural networks possess unsurpassed abilities in identifying underlying patterns in chaotic, non-linear, and seemingly random data, thus providing a mechanism to predict stock price movements much more precisely than many current techniques. Contemporary methods for stock analysis, including fundamental, technical, and regression techniques, are conversed and paralleled with the performance of neural networks. Also, the Efficient Market Hypothesis (EMH) is presented and contrasted with Chaos theory using neural networks. This paper will refute the EMH and support Chaos theory. Finally, recommendations for using neural networks in stock price prediction will be presented.",David Noel,http://arxiv.org/abs/2306.12969v1,arXiv,this paper will analyze and implement a time series dynamic neural network to predict daily closing stock price neural network possess unsurpassed ability in identify underlie pattern in chaotic non-linear and seemingly random data thus provide a mechanism to predict stock price movement much more precisely than many current technique contemporary method for stock analysis include fundamental technical and regression technique be converse and parallel with the performance of neural network also the efficient market hypothesis emh be present and contrast with chaos theory use neural network this paper will refute the emh and support chaos theory finally recommendation for use neural network in stock price prediction will be present
Equivariant neural networks and piecewise linear representation theory,"Equivariant neural networks are neural networks with symmetry. Motivated by the theory of group representations, we decompose the layers of an equivariant neural network into simple representations. The nonlinear activation functions lead to interesting nonlinear equivariant maps between simple representations. For example, the rectified linear unit (ReLU) gives rise to piecewise linear maps. We show that these considerations lead to a filtration of equivariant neural networks, generalizing Fourier series. This observation might provide a useful tool for interpreting equivariant neural networks.","Joel Gibson, Daniel Tubbenhauer, Geordie Williamson",http://arxiv.org/abs/2408.00949v2,arXiv,equivariant neural network be neural network with symmetry motivate by the theory of group representation we decompose the layer of an equivariant neural network into simple representation the nonlinear activation function lead to interest nonlinear equivariant map between simple representation for example the rectify linear unit relu give rise to piecewise linear map we show that these consideration lead to a filtration of equivariant neural network generalize fourier series this observation might provide a useful tool for interpret equivariant neural network
"An Efficient Method for Solving Lane Emden Equation using Legendre
  Neural Network","The aim of this manuscript is to address non-linear differential equations of the Lane Emden equation of second order using the shifted Legendre neural network (SLNN) method. Here all the equations are classified as singular initial value problems. To manage the singularity challenge, we employ an artificial neural network method. The approach utilizes a neural network of a single layer, where the hidden layer is omitted by enlarge the input using shifted Legendre polynomials. We apply a feed forward neural network model along with the principle of error back propagation. The effectiveness of the Legendre Neural Network model is demonstrated through LaneEmden equations.","Vijay Kumar Patel, Vivek Sharma, Nitin Kumar, Anoop Tiwari",http://arxiv.org/abs/2410.05409v1,arXiv,the aim of this manuscript be to address non-linear differential equation of the lane emden equation of second order use the shift legendre neural network slnn method here all the equation be classify a singular initial value problem to manage the singularity challenge we employ an artificial neural network method the approach utilizes a neural network of a single layer where the hidden layer be omit by enlarge the input use shift legendre polynomial we apply a feed forward neural network model along with the principle of error back propagation the effectiveness of the legendre neural network model be demonstrate through laneemden equation
Interpreting Neural Networks through Mahalanobis Distance,"This paper introduces a theoretical framework that connects neural network linear layers with the Mahalanobis distance, offering a new perspective on neural network interpretability. While previous studies have explored activation functions primarily for performance optimization, our work interprets these functions through statistical distance measures, a less explored area in neural network research. By establishing this connection, we provide a foundation for developing more interpretable neural network models, which is crucial for applications requiring transparency. Although this work is theoretical and does not include empirical data, the proposed distance-based interpretation has the potential to enhance model robustness, improve generalization, and provide more intuitive explanations of neural network decisions.",Alan Oursland,http://arxiv.org/abs/2410.19352v1,arXiv,this paper introduces a theoretical framework that connects neural network linear layer with the mahalanobis distance offering a new perspective on neural network interpretability while previous study have explore activation function primarily for performance optimization our work interprets these function through statistical distance measure a less explore area in neural network research by establish this connection we provide a foundation for develop more interpretable neural network model which be crucial for application require transparency although this work be theoretical and do not include empirical data the propose distance-based interpretation have the potential to enhance model robustness improve generalization and provide more intuitive explanation of neural network decision
Neural Networks Perform Sufficient Dimension Reduction,"This paper investigates the connection between neural networks and sufficient dimension reduction (SDR), demonstrating that neural networks inherently perform SDR in regression tasks under appropriate rank regularizations. Specifically, the weights in the first layer span the central mean subspace. We establish the statistical consistency of the neural network-based estimator for the central mean subspace, underscoring the suitability of neural networks in addressing SDR-related challenges. Numerical experiments further validate our theoretical findings, and highlight the underlying capability of neural networks to facilitate SDR compared to the existing methods. Additionally, we discuss an extension to unravel the central subspace, broadening the scope of our investigation.","Shuntuo Xu, Zhou Yu",http://arxiv.org/abs/2412.19033v1,arXiv,this paper investigates the connection between neural network and sufficient dimension reduction sdr demonstrate that neural network inherently perform sdr in regression task under appropriate rank regularization specifically the weight in the first layer span the central mean subspace we establish the statistical consistency of the neural network-based estimator for the central mean subspace underscore the suitability of neural network in address sdr-related challenge numerical experiment far validate our theoretical finding and highlight the underlie capability of neural network to facilitate sdr compare to the exist method additionally we discus an extension to unravel the central subspace broadening the scope of our investigation
"Optimization of the Woodcock Particle Tracking Method Using Neural
  Network","The acceptance rate in Woodcock tracking algorithm is generalized to an arbitrary position-dependent variable $q(x)$. A neural network is used to optimize $q(x)$, and the FOM value is used as the loss function. This idea comes from physics informed neural network(PINN), where a neural network is used to represent the solution of differential equations. Here the neural network $q(x)$ should solve the functional equations that optimize FOM. For a 1d transmission problem with Gaussian absorption cross section, we observe a significant improvement of the FOM value compared to the constant $q$ case and the original Woodcock method. Generalizations of the neural network Woodcock(NNW) method to 3d voxel models are waiting to be explored.",Bingnan Zhang,http://arxiv.org/abs/2502.13620v1,arXiv,the acceptance rate in woodcock track algorithm be generalize to an arbitrary position-dependent variable a neural network be use to optimize and the fom value be use a the loss function this idea come from physic inform neural network pinn where a neural network be use to represent the solution of differential equation here the neural network should solve the functional equation that optimize fom for a 1d transmission problem with gaussian absorption cross section we observe a significant improvement of the fom value compare to the constant case and the original woodcock method generalization of the neural network woodcock nnw method to 3d voxel model be wait to be explore
Visual Character Recognition using Artificial Neural Networks,"The recognition of optical characters is known to be one of the earliest applications of Artificial Neural Networks, which partially emulate human thinking in the domain of artificial intelligence. In this paper, a simplified neural approach to recognition of optical or visual characters is portrayed and discussed. The document is expected to serve as a resource for learners and amateur investigators in pattern recognition, neural networking and related disciplines.",Shashank Araokar,http://arxiv.org/abs/cs/0505016v1,arXiv,the recognition of optical character be know to be one of the early application of artificial neural network which partially emulate human think in the domain of artificial intelligence in this paper a simplify neural approach to recognition of optical or visual character be portrayed and discuss the document be expect to serve a a resource for learner and amateur investigator in pattern recognition neural networking and related discipline
Self-organizing neural networks in classification and image recognition,Self-organizing neural networks are used for brick finding in OPERA experiment. Self-organizing neural networks and wavelet analysis used for recognition and extraction of car numbers from images.,"G. A. Ososkov, S. G. Dmitrievskiy, A. V. Stadnik",http://arxiv.org/abs/cs/0406047v1,arXiv,self-organizing neural network be use for brick find in opera experiment self-organizing neural network and wavelet analysis use for recognition and extraction of car number from image
"Using Variable Threshold to Increase Capacity in a Feedback Neural
  Network",The article presents new results on the use of variable thresholds to increase the capacity of a feedback neural network. Non-binary networks are also considered in this analysis.,Praveen Kuruvada,http://arxiv.org/abs/1103.5081v2,arXiv,the article present new result on the use of variable threshold to increase the capacity of a feedback neural network non-binary network be also consider in this analysis
