title,abstract,authors,link,source,cleaned_abstract,kmeans_cluster,bertopic_topic
Simultaneous Weight and Architecture Optimization for Neural Networks,"Neural networks are trained by choosing an architecture and training the parameters. The choice of architecture is often by trial and error or with Neural Architecture Search (NAS) methods. While NAS provides some automation, it often relies on discrete steps that optimize the architecture and then train the parameters. We introduce a novel neural network training framework that fundamentally transforms the process by learning architecture and parameters simultaneously with gradient descent. With the appropriate setting of the loss function, it can discover sparse and compact neural networks for given datasets. Central to our approach is a multi-scale encoder-decoder, in which the encoder embeds pairs of neural networks with similar functionalities close to each other (irrespective of their architectures and weights). To train a neural network with a given dataset, we randomly sample a neural network embedding in the embedding space and then perform gradient descent using our custom loss function, which incorporates a sparsity penalty to encourage compactness. The decoder generates a neural network corresponding to the embedding. Experiments demonstrate that our framework can discover sparse and compact neural networks maintaining a high performance.","Zitong Huang, Mansooreh Montazerin, Ajitesh Srivastava",http://arxiv.org/abs/2410.08339v1,arXiv,neural networks are trained by choosing an architecture and training the parameters the choice of architecture is often by trial and error or with neural architecture search nas methods while nas provides some automation it often relies on discrete steps that optimize the architecture and then train the parameters we introduce a novel neural network training framework that fundamentally transforms the process by learning architecture and parameters simultaneously with gradient descent with the appropriate setting of the loss function it can discover sparse and compact neural networks for given datasets central to our approach is a multi-scale encoder-decoder in which the encoder embeds pairs of neural networks with similar functionalities close to each other irrespective of their architectures and weights to train a neural network with a given dataset we randomly sample a neural network embedding in the embedding space and then perform gradient descent using our custom loss function which incorporates a sparsity penalty to encourage compactness the decoder generates a neural network corresponding to the embedding experiments demonstrate that our framework can discover sparse and compact neural networks maintaining a high performance,1,1
Making Neural Networks FAIR,"Research on neural networks has gained significant momentum over the past few years. Because training is a resource-intensive process and training data cannot always be made available to everyone, there has been a trend to reuse pre-trained neural networks. As such, neural networks themselves have become research data. In this paper, we first present the neural network ontology FAIRnets Ontology, an ontology to make existing neural network models findable, accessible, interoperable, and reusable according to the FAIR principles. Our ontology allows us to model neural networks on a meta-level in a structured way, including the representation of all network layers and their characteristics. Secondly, we have modeled over 18,400 neural networks from GitHub based on this ontology, which we provide to the public as a knowledge graph called FAIRnets, ready to be used for recommending suitable neural networks to data scientists.","Anna Nguyen, Tobias Weller, Michael Färber, York Sure-Vetter",http://arxiv.org/abs/1907.11569v4,arXiv,research on neural networks has gained significant momentum over the past few years because training is a resource-intensive process and training data cannot always be made available to everyone there has been a trend to reuse pre-trained neural networks as such neural networks themselves have become research data in this paper we first present the neural network ontology fairnets ontology an ontology to make existing neural network models findable accessible interoperable and reusable according to the fair principles our ontology allows us to model neural networks on a meta-level in a structured way including the representation of all network layers and their characteristics secondly we have modeled over 18 400 neural networks from github based on this ontology which we provide to the public as a knowledge graph called fairnets ready to be used for recommending suitable neural networks to data scientists,1,-1
An SMT-Based Approach for Verifying Binarized Neural Networks,"Deep learning has emerged as an effective approach for creating modern software systems, with neural networks often surpassing hand-crafted systems. Unfortunately, neural networks are known to suffer from various safety and security issues. Formal verification is a promising avenue for tackling this difficulty, by formally certifying that networks are correct. We propose an SMT-based technique for verifying Binarized Neural Networks - a popular kind of neural network, where some weights have been binarized in order to render the neural network more memory and energy efficient, and quicker to evaluate. One novelty of our technique is that it allows the verification of neural networks that include both binarized and non-binarized components. Neural network verification is computationally very difficult, and so we propose here various optimizations, integrated into our SMT procedure as deduction steps, as well as an approach for parallelizing verification queries. We implement our technique as an extension to the Marabou framework, and use it to evaluate the approach on popular binarized neural network architectures.","Guy Amir, Haoze Wu, Clark Barrett, Guy Katz",http://arxiv.org/abs/2011.02948v2,arXiv,deep learning has emerged as an effective approach for creating modern software systems with neural networks often surpassing hand-crafted systems unfortunately neural networks are known to suffer from various safety and security issues formal verification is a promising avenue for tackling this difficulty by formally certifying that networks are correct we propose an smt-based technique for verifying binarized neural networks - a popular kind of neural network where some weights have been binarized in order to render the neural network more memory and energy efficient and quicker to evaluate one novelty of our technique is that it allows the verification of neural networks that include both binarized and non-binarized components neural network verification is computationally very difficult and so we propose here various optimizations integrated into our smt procedure as deduction steps as well as an approach for parallelizing verification queries we implement our technique as an extension to the marabou framework and use it to evaluate the approach on popular binarized neural network architectures,1,1
"Exploring the Imposition of Synaptic Precision Restrictions For
  Evolutionary Synthesis of Deep Neural Networks","A key contributing factor to incredible success of deep neural networks has been the significant rise on massively parallel computing devices allowing researchers to greatly increase the size and depth of deep neural networks, leading to significant improvements in modeling accuracy. Although deeper, larger, or complex deep neural networks have shown considerable promise, the computational complexity of such networks is a major barrier to utilization in resource-starved scenarios. We explore the synaptogenesis of deep neural networks in the formation of efficient deep neural network architectures within an evolutionary deep intelligence framework, where a probabilistic generative modeling strategy is introduced to stochastically synthesize increasingly efficient yet effective offspring deep neural networks over generations, mimicking evolutionary processes such as heredity, random mutation, and natural selection in a probabilistic manner. In this study, we primarily explore the imposition of synaptic precision restrictions and its impact on the evolutionary synthesis of deep neural networks to synthesize more efficient network architectures tailored for resource-starved scenarios. Experimental results show significant improvements in synaptic efficiency (~10X decrease for GoogLeNet-based DetectNet) and inference speed (>5X increase for GoogLeNet-based DetectNet) while preserving modeling accuracy.","Mohammad Javad Shafiee, Francis Li, Alexander Wong",http://arxiv.org/abs/1707.00095v1,arXiv,a key contributing factor to incredible success of deep neural networks has been the significant rise on massively parallel computing devices allowing researchers to greatly increase the size and depth of deep neural networks leading to significant improvements in modeling accuracy although deeper larger or complex deep neural networks have shown considerable promise the computational complexity of such networks is a major barrier to utilization in resource-starved scenarios we explore the synaptogenesis of deep neural networks in the formation of efficient deep neural network architectures within an evolutionary deep intelligence framework where a probabilistic generative modeling strategy is introduced to stochastically synthesize increasingly efficient yet effective offspring deep neural networks over generations mimicking evolutionary processes such as heredity random mutation and natural selection in a probabilistic manner in this study we primarily explore the imposition of synaptic precision restrictions and its impact on the evolutionary synthesis of deep neural networks to synthesize more efficient network architectures tailored for resource-starved scenarios experimental results show significant improvements in synaptic efficiency 10x decrease for googlenet-based detectnet and inference speed 5x increase for googlenet-based detectnet while preserving modeling accuracy,1,1
"Scalable Training of Artificial Neural Networks with Adaptive Sparse
  Connectivity inspired by Network Science","Through the success of deep learning in various domains, artificial neural networks are currently among the most used artificial intelligence methods. Taking inspiration from the network properties of biological neural networks (e.g. sparsity, scale-freeness), we argue that (contrary to general practice) artificial neural networks, too, should not have fully-connected layers. Here we propose sparse evolutionary training of artificial neural networks, an algorithm which evolves an initial sparse topology (Erd\H{o}s-R\'enyi random graph) of two consecutive layers of neurons into a scale-free topology, during learning. Our method replaces artificial neural networks fully-connected layers with sparse ones before training, reducing quadratically the number of parameters, with no decrease in accuracy. We demonstrate our claims on restricted Boltzmann machines, multi-layer perceptrons, and convolutional neural networks for unsupervised and supervised learning on 15 datasets. Our approach has the potential to enable artificial neural networks to scale up beyond what is currently possible.","Decebal Constantin Mocanu, Elena Mocanu, Peter Stone, Phuong H. Nguyen, Madeleine Gibescu, Antonio Liotta",http://arxiv.org/abs/1707.04780v2,arXiv,through the success of deep learning in various domains artificial neural networks are currently among the most used artificial intelligence methods taking inspiration from the network properties of biological neural networks e g sparsity scale-freeness we argue that contrary to general practice artificial neural networks too should not have fully-connected layers here we propose sparse evolutionary training of artificial neural networks an algorithm which evolves an initial sparse topology erd s-r enyi random graph of two consecutive layers of neurons into a scale-free topology during learning our method replaces artificial neural networks fully-connected layers with sparse ones before training reducing quadratically the number of parameters with no decrease in accuracy we demonstrate our claims on restricted boltzmann machines multi-layer perceptrons and convolutional neural networks for unsupervised and supervised learning on 15 datasets our approach has the potential to enable artificial neural networks to scale up beyond what is currently possible,1,1
Mean Field Analysis of Neural Networks: A Law of Large Numbers,"Machine learning, and in particular neural network models, have revolutionized fields such as image, text, and speech recognition. Today, many important real-world applications in these areas are driven by neural networks. There are also growing applications in engineering, robotics, medicine, and finance. Despite their immense success in practice, there is limited mathematical understanding of neural networks. This paper illustrates how neural networks can be studied via stochastic analysis, and develops approaches for addressing some of the technical challenges which arise. We analyze one-layer neural networks in the asymptotic regime of simultaneously (A) large network sizes and (B) large numbers of stochastic gradient descent training iterations. We rigorously prove that the empirical distribution of the neural network parameters converges to the solution of a nonlinear partial differential equation. This result can be considered a law of large numbers for neural networks. In addition, a consequence of our analysis is that the trained parameters of the neural network asymptotically become independent, a property which is commonly called ""propagation of chaos"".","Justin Sirignano, Konstantinos Spiliopoulos",http://arxiv.org/abs/1805.01053v4,arXiv,machine learning and in particular neural network models have revolutionized fields such as image text and speech recognition today many important real-world applications in these areas are driven by neural networks there are also growing applications in engineering robotics medicine and finance despite their immense success in practice there is limited mathematical understanding of neural networks this paper illustrates how neural networks can be studied via stochastic analysis and develops approaches for addressing some of the technical challenges which arise we analyze one-layer neural networks in the asymptotic regime of simultaneously a large network sizes and b large numbers of stochastic gradient descent training iterations we rigorously prove that the empirical distribution of the neural network parameters converges to the solution of a nonlinear partial differential equation this result can be considered a law of large numbers for neural networks in addition a consequence of our analysis is that the trained parameters of the neural network asymptotically become independent a property which is commonly called propagation of chaos,7,-1
Deep Convolutional Spiking Neural Networks for Image Classification,"Spiking neural networks are biologically plausible counterparts of the artificial neural networks, artificial neural networks are usually trained with stochastic gradient descent and spiking neural networks are trained with spike timing dependant plasticity. Training deep convolutional neural networks is a memory and power intensive job. Spiking networks could potentially help in reducing the power usage. There is a large pool of tools for one to chose to train artificial neural networks of any size, on the other hand all the available tools to simulate spiking neural networks are geared towards computational neuroscience applications and they are not suitable for real life applications. In this work we focus on implementing a spiking CNN using Tensorflow to examine behaviour of the network and empirically study the effect of various parameters on learning capabilities and also study catastrophic forgetting in the spiking CNN and weight initialization problem in R-STDP using MNIST and N-MNIST data sets.","Ruthvik Vaila, John Chiasson, Vishal Saxena",http://arxiv.org/abs/1903.12272v2,arXiv,spiking neural networks are biologically plausible counterparts of the artificial neural networks artificial neural networks are usually trained with stochastic gradient descent and spiking neural networks are trained with spike timing dependant plasticity training deep convolutional neural networks is a memory and power intensive job spiking networks could potentially help in reducing the power usage there is a large pool of tools for one to chose to train artificial neural networks of any size on the other hand all the available tools to simulate spiking neural networks are geared towards computational neuroscience applications and they are not suitable for real life applications in this work we focus on implementing a spiking cnn using tensorflow to examine behaviour of the network and empirically study the effect of various parameters on learning capabilities and also study catastrophic forgetting in the spiking cnn and weight initialization problem in r-stdp using mnist and n-mnist data sets,6,-1
"Univariate ReLU neural network and its application in nonlinear system
  identification","ReLU (rectified linear units) neural network has received significant attention since its emergence. In this paper, a univariate ReLU (UReLU) neural network is proposed to both modelling the nonlinear dynamic system and revealing insights about the system. Specifically, the neural network consists of neurons with linear and UReLU activation functions, and the UReLU functions are defined as the ReLU functions respect to each dimension. The UReLU neural network is a single hidden layer neural network, and the structure is relatively simple. The initialization of the neural network employs the decoupling method, which provides a good initialization and some insight into the nonlinear system. Compared with normal ReLU neural network, the number of parameters of UReLU network is less, but it still provide a good approximation of the nonlinear dynamic system. The performance of the UReLU neural network is shown through a Hysteretic benchmark system: the Bouc-Wen system. Simulation results verify the effectiveness of the proposed method.","Xinglong Liang, Jun Xu",http://arxiv.org/abs/2003.02666v1,arXiv,relu rectified linear units neural network has received significant attention since its emergence in this paper a univariate relu urelu neural network is proposed to both modelling the nonlinear dynamic system and revealing insights about the system specifically the neural network consists of neurons with linear and urelu activation functions and the urelu functions are defined as the relu functions respect to each dimension the urelu neural network is a single hidden layer neural network and the structure is relatively simple the initialization of the neural network employs the decoupling method which provides a good initialization and some insight into the nonlinear system compared with normal relu neural network the number of parameters of urelu network is less but it still provide a good approximation of the nonlinear dynamic system the performance of the urelu neural network is shown through a hysteretic benchmark system the bouc-wen system simulation results verify the effectiveness of the proposed method,3,0
Feedforward Sequential Memory Neural Networks without Recurrent Feedback,"We introduce a new structure for memory neural networks, called feedforward sequential memory networks (FSMN), which can learn long-term dependency without using recurrent feedback. The proposed FSMN is a standard feedforward neural networks equipped with learnable sequential memory blocks in the hidden layers. In this work, we have applied FSMN to several language modeling (LM) tasks. Experimental results have shown that the memory blocks in FSMN can learn effective representations of long history. Experiments have shown that FSMN based language models can significantly outperform not only feedforward neural network (FNN) based LMs but also the popular recurrent neural network (RNN) LMs.","ShiLiang Zhang, Hui Jiang, Si Wei, LiRong Dai",http://arxiv.org/abs/1510.02693v1,arXiv,we introduce a new structure for memory neural networks called feedforward sequential memory networks fsmn which can learn long-term dependency without using recurrent feedback the proposed fsmn is a standard feedforward neural networks equipped with learnable sequential memory blocks in the hidden layers in this work we have applied fsmn to several language modeling lm tasks experimental results have shown that the memory blocks in fsmn can learn effective representations of long history experiments have shown that fsmn based language models can significantly outperform not only feedforward neural network fnn based lms but also the popular recurrent neural network rnn lms,7,-1
Flow of Information in Feed-Forward Deep Neural Networks,"Feed-forward deep neural networks have been used extensively in various machine learning applications. Developing a precise understanding of the underling behavior of neural networks is crucial for their efficient deployment. In this paper, we use an information theoretic approach to study the flow of information in a neural network and to determine how entropy of information changes between consecutive layers. Moreover, using the Information Bottleneck principle, we develop a constrained optimization problem that can be used in the training process of a deep neural network. Furthermore, we determine a lower bound for the level of data representation that can be achieved in a deep neural network with an acceptable level of distortion.","Pejman Khadivi, Ravi Tandon, Naren Ramakrishnan",http://arxiv.org/abs/1603.06220v1,arXiv,feed-forward deep neural networks have been used extensively in various machine learning applications developing a precise understanding of the underling behavior of neural networks is crucial for their efficient deployment in this paper we use an information theoretic approach to study the flow of information in a neural network and to determine how entropy of information changes between consecutive layers moreover using the information bottleneck principle we develop a constrained optimization problem that can be used in the training process of a deep neural network furthermore we determine a lower bound for the level of data representation that can be achieved in a deep neural network with an acceptable level of distortion,1,-1
"Fixed-point optimization of deep neural networks with adaptive step size
  retraining","Fixed-point optimization of deep neural networks plays an important role in hardware based design and low-power implementations. Many deep neural networks show fairly good performance even with 2- or 3-bit precision when quantized weights are fine-tuned by retraining. We propose an improved fixedpoint optimization algorithm that estimates the quantization step size dynamically during the retraining. In addition, a gradual quantization scheme is also tested, which sequentially applies fixed-point optimizations from high- to low-precision. The experiments are conducted for feed-forward deep neural networks (FFDNNs), convolutional neural networks (CNNs), and recurrent neural networks (RNNs).","Sungho Shin, Yoonho Boo, Wonyong Sung",http://arxiv.org/abs/1702.08171v1,arXiv,fixed-point optimization of deep neural networks plays an important role in hardware based design and low-power implementations many deep neural networks show fairly good performance even with 2- or 3-bit precision when quantized weights are fine-tuned by retraining we propose an improved fixedpoint optimization algorithm that estimates the quantization step size dynamically during the retraining in addition a gradual quantization scheme is also tested which sequentially applies fixed-point optimizations from high- to low-precision the experiments are conducted for feed-forward deep neural networks ffdnns convolutional neural networks cnns and recurrent neural networks rnns,7,-1
Ablation of a Robot's Brain: Neural Networks Under a Knife,"It is still not fully understood exactly how neural networks are able to solve the complex tasks that have recently pushed AI research forward. We present a novel method for determining how information is structured inside a neural network. Using ablation (a neuroscience technique for cutting away parts of a brain to determine their function), we approach several neural network architectures from a biological perspective. Through an analysis of this method's results, we examine important similarities between biological and artificial neural networks to search for the implicit knowledge locked away in the network's weights.","Peter E. Lillian, Richard Meyes, Tobias Meisen",http://arxiv.org/abs/1812.05687v2,arXiv,it is still not fully understood exactly how neural networks are able to solve the complex tasks that have recently pushed ai research forward we present a novel method for determining how information is structured inside a neural network using ablation a neuroscience technique for cutting away parts of a brain to determine their function we approach several neural network architectures from a biological perspective through an analysis of this method s results we examine important similarities between biological and artificial neural networks to search for the implicit knowledge locked away in the network s weights,3,0
Fourier Neural Networks: A Comparative Study,"We review neural network architectures which were motivated by Fourier series and integrals and which are referred to as Fourier neural networks. These networks are empirically evaluated in synthetic and real-world tasks. Neither of them outperforms the standard neural network with sigmoid activation function in the real-world tasks. All neural networks, both Fourier and the standard one, empirically demonstrate lower approximation error than the truncated Fourier series when it comes to an approximation of a known function of multiple variables.","Abylay Zhumekenov, Malika Uteuliyeva, Olzhas Kabdolov, Rustem Takhanov, Zhenisbek Assylbekov, Alejandro J. Castro",http://arxiv.org/abs/1902.03011v1,arXiv,we review neural network architectures which were motivated by fourier series and integrals and which are referred to as fourier neural networks these networks are empirically evaluated in synthetic and real-world tasks neither of them outperforms the standard neural network with sigmoid activation function in the real-world tasks all neural networks both fourier and the standard one empirically demonstrate lower approximation error than the truncated fourier series when it comes to an approximation of a known function of multiple variables,3,0
"Neural Networks, Hypersurfaces, and Radon Transforms","Connections between integration along hypersufaces, Radon transforms, and neural networks are exploited to highlight an integral geometric mathematical interpretation of neural networks. By analyzing the properties of neural networks as operators on probability distributions for observed data, we show that the distribution of outputs for any node in a neural network can be interpreted as a nonlinear projection along hypersurfaces defined by level surfaces over the input data space. We utilize these descriptions to provide new interpretation for phenomena such as nonlinearity, pooling, activation functions, and adversarial examples in neural network-based learning problems.","Soheil Kolouri, Xuwang Yin, Gustavo K. Rohde",http://arxiv.org/abs/1907.02220v1,arXiv,connections between integration along hypersufaces radon transforms and neural networks are exploited to highlight an integral geometric mathematical interpretation of neural networks by analyzing the properties of neural networks as operators on probability distributions for observed data we show that the distribution of outputs for any node in a neural network can be interpreted as a nonlinear projection along hypersurfaces defined by level surfaces over the input data space we utilize these descriptions to provide new interpretation for phenomena such as nonlinearity pooling activation functions and adversarial examples in neural network-based learning problems,1,-1
"Statistical Tests and Confidential Intervals as Thresholds for Quantum
  Neural Networks","Some basic quantum neural networks were analyzed and constructed in the recent work of the author \cite{dndiep3}, published in International Journal of Theoretical Physics (2020). In particular the Least Quare Problem (LSP) and the Linear Regression Problem (LRP) was discussed. In this second paper we continue to analyze and construct the least square quantum neural network (LS-QNN), the polynomial interpolation quantum neural network (PI-QNN), the polynomial regression quantum neural network (PR-QNN) and chi-squared quantum neural network ($\chi^2$-QNN). We use the corresponding solution or tests as the threshold for the corresponding training rules.",Do Ngoc Diep,http://arxiv.org/abs/2001.11844v1,arXiv,some basic quantum neural networks were analyzed and constructed in the recent work of the author published in international journal of theoretical physics 2020 in particular the least quare problem lsp and the linear regression problem lrp was discussed in this second paper we continue to analyze and construct the least square quantum neural network ls-qnn the polynomial interpolation quantum neural network pi-qnn the polynomial regression quantum neural network pr-qnn and chi-squared quantum neural network -qnn we use the corresponding solution or tests as the threshold for the corresponding training rules,2,-1
Power Series Expansion Neural Network,"In this paper, we develop a new neural network family based on power series expansion, which is proved to achieve a better approximation accuracy in comparison with existing neural networks. This new set of neural networks embeds the power series expansion (PSE) into the neural network structure. Then it can improve the representation ability while preserving comparable computational cost by increasing the degree of PSE instead of increasing the depth or width. Both theoretical approximation and numerical results show the advantages of this new neural network.","Qipin Chen, Wenrui Hao, Juncai He",http://arxiv.org/abs/2102.13221v2,arXiv,in this paper we develop a new neural network family based on power series expansion which is proved to achieve a better approximation accuracy in comparison with existing neural networks this new set of neural networks embeds the power series expansion pse into the neural network structure then it can improve the representation ability while preserving comparable computational cost by increasing the degree of pse instead of increasing the depth or width both theoretical approximation and numerical results show the advantages of this new neural network,3,0
Symbiotic Hybrid Neural Network Watchdog For Outlier Detection,"Neural networks are largely black boxes. A neural network trained to classify fruit may classify a picture of a giraffe as a banana. A neural network watchdog's job is to identify such inputs, allowing a classifier to disregard such data. We investigate whether the watchdog should be separate from the neural network or symbiotically attached. We present empirical evidence that the symbiotic watchdog performs better than when the neural networks are disjoint.","Justin Bui, Robert J. Marks II",http://arxiv.org/abs/2103.00582v2,arXiv,neural networks are largely black boxes a neural network trained to classify fruit may classify a picture of a giraffe as a banana a neural network watchdog s job is to identify such inputs allowing a classifier to disregard such data we investigate whether the watchdog should be separate from the neural network or symbiotically attached we present empirical evidence that the symbiotic watchdog performs better than when the neural networks are disjoint,5,-1
Stock Price Prediction using Dynamic Neural Networks,"This paper will analyze and implement a time series dynamic neural network to predict daily closing stock prices. Neural networks possess unsurpassed abilities in identifying underlying patterns in chaotic, non-linear, and seemingly random data, thus providing a mechanism to predict stock price movements much more precisely than many current techniques. Contemporary methods for stock analysis, including fundamental, technical, and regression techniques, are conversed and paralleled with the performance of neural networks. Also, the Efficient Market Hypothesis (EMH) is presented and contrasted with Chaos theory using neural networks. This paper will refute the EMH and support Chaos theory. Finally, recommendations for using neural networks in stock price prediction will be presented.",David Noel,http://arxiv.org/abs/2306.12969v1,arXiv,this paper will analyze and implement a time series dynamic neural network to predict daily closing stock prices neural networks possess unsurpassed abilities in identifying underlying patterns in chaotic non-linear and seemingly random data thus providing a mechanism to predict stock price movements much more precisely than many current techniques contemporary methods for stock analysis including fundamental technical and regression techniques are conversed and paralleled with the performance of neural networks also the efficient market hypothesis emh is presented and contrasted with chaos theory using neural networks this paper will refute the emh and support chaos theory finally recommendations for using neural networks in stock price prediction will be presented,3,-1
Equivariant neural networks and piecewise linear representation theory,"Equivariant neural networks are neural networks with symmetry. Motivated by the theory of group representations, we decompose the layers of an equivariant neural network into simple representations. The nonlinear activation functions lead to interesting nonlinear equivariant maps between simple representations. For example, the rectified linear unit (ReLU) gives rise to piecewise linear maps. We show that these considerations lead to a filtration of equivariant neural networks, generalizing Fourier series. This observation might provide a useful tool for interpreting equivariant neural networks.","Joel Gibson, Daniel Tubbenhauer, Geordie Williamson",http://arxiv.org/abs/2408.00949v2,arXiv,equivariant neural networks are neural networks with symmetry motivated by the theory of group representations we decompose the layers of an equivariant neural network into simple representations the nonlinear activation functions lead to interesting nonlinear equivariant maps between simple representations for example the rectified linear unit relu gives rise to piecewise linear maps we show that these considerations lead to a filtration of equivariant neural networks generalizing fourier series this observation might provide a useful tool for interpreting equivariant neural networks,3,0
"An Efficient Method for Solving Lane Emden Equation using Legendre
  Neural Network","The aim of this manuscript is to address non-linear differential equations of the Lane Emden equation of second order using the shifted Legendre neural network (SLNN) method. Here all the equations are classified as singular initial value problems. To manage the singularity challenge, we employ an artificial neural network method. The approach utilizes a neural network of a single layer, where the hidden layer is omitted by enlarge the input using shifted Legendre polynomials. We apply a feed forward neural network model along with the principle of error back propagation. The effectiveness of the Legendre Neural Network model is demonstrated through LaneEmden equations.","Vijay Kumar Patel, Vivek Sharma, Nitin Kumar, Anoop Tiwari",http://arxiv.org/abs/2410.05409v1,arXiv,the aim of this manuscript is to address non-linear differential equations of the lane emden equation of second order using the shifted legendre neural network slnn method here all the equations are classified as singular initial value problems to manage the singularity challenge we employ an artificial neural network method the approach utilizes a neural network of a single layer where the hidden layer is omitted by enlarge the input using shifted legendre polynomials we apply a feed forward neural network model along with the principle of error back propagation the effectiveness of the legendre neural network model is demonstrated through laneemden equations,7,0
Interpreting Neural Networks through Mahalanobis Distance,"This paper introduces a theoretical framework that connects neural network linear layers with the Mahalanobis distance, offering a new perspective on neural network interpretability. While previous studies have explored activation functions primarily for performance optimization, our work interprets these functions through statistical distance measures, a less explored area in neural network research. By establishing this connection, we provide a foundation for developing more interpretable neural network models, which is crucial for applications requiring transparency. Although this work is theoretical and does not include empirical data, the proposed distance-based interpretation has the potential to enhance model robustness, improve generalization, and provide more intuitive explanations of neural network decisions.",Alan Oursland,http://arxiv.org/abs/2410.19352v1,arXiv,this paper introduces a theoretical framework that connects neural network linear layers with the mahalanobis distance offering a new perspective on neural network interpretability while previous studies have explored activation functions primarily for performance optimization our work interprets these functions through statistical distance measures a less explored area in neural network research by establishing this connection we provide a foundation for developing more interpretable neural network models which is crucial for applications requiring transparency although this work is theoretical and does not include empirical data the proposed distance-based interpretation has the potential to enhance model robustness improve generalization and provide more intuitive explanations of neural network decisions,1,-1
Neural Networks Perform Sufficient Dimension Reduction,"This paper investigates the connection between neural networks and sufficient dimension reduction (SDR), demonstrating that neural networks inherently perform SDR in regression tasks under appropriate rank regularizations. Specifically, the weights in the first layer span the central mean subspace. We establish the statistical consistency of the neural network-based estimator for the central mean subspace, underscoring the suitability of neural networks in addressing SDR-related challenges. Numerical experiments further validate our theoretical findings, and highlight the underlying capability of neural networks to facilitate SDR compared to the existing methods. Additionally, we discuss an extension to unravel the central subspace, broadening the scope of our investigation.","Shuntuo Xu, Zhou Yu",http://arxiv.org/abs/2412.19033v1,arXiv,this paper investigates the connection between neural networks and sufficient dimension reduction sdr demonstrating that neural networks inherently perform sdr in regression tasks under appropriate rank regularizations specifically the weights in the first layer span the central mean subspace we establish the statistical consistency of the neural network-based estimator for the central mean subspace underscoring the suitability of neural networks in addressing sdr-related challenges numerical experiments further validate our theoretical findings and highlight the underlying capability of neural networks to facilitate sdr compared to the existing methods additionally we discuss an extension to unravel the central subspace broadening the scope of our investigation,1,0
"Optimization of the Woodcock Particle Tracking Method Using Neural
  Network","The acceptance rate in Woodcock tracking algorithm is generalized to an arbitrary position-dependent variable $q(x)$. A neural network is used to optimize $q(x)$, and the FOM value is used as the loss function. This idea comes from physics informed neural network(PINN), where a neural network is used to represent the solution of differential equations. Here the neural network $q(x)$ should solve the functional equations that optimize FOM. For a 1d transmission problem with Gaussian absorption cross section, we observe a significant improvement of the FOM value compared to the constant $q$ case and the original Woodcock method. Generalizations of the neural network Woodcock(NNW) method to 3d voxel models are waiting to be explored.",Bingnan Zhang,http://arxiv.org/abs/2502.13620v1,arXiv,the acceptance rate in woodcock tracking algorithm is generalized to an arbitrary position-dependent variable a neural network is used to optimize and the fom value is used as the loss function this idea comes from physics informed neural network pinn where a neural network is used to represent the solution of differential equations here the neural network should solve the functional equations that optimize fom for a 1d transmission problem with gaussian absorption cross section we observe a significant improvement of the fom value compared to the constant case and the original woodcock method generalizations of the neural network woodcock nnw method to 3d voxel models are waiting to be explored,7,-1
Visual Character Recognition using Artificial Neural Networks,"The recognition of optical characters is known to be one of the earliest applications of Artificial Neural Networks, which partially emulate human thinking in the domain of artificial intelligence. In this paper, a simplified neural approach to recognition of optical or visual characters is portrayed and discussed. The document is expected to serve as a resource for learners and amateur investigators in pattern recognition, neural networking and related disciplines.",Shashank Araokar,http://arxiv.org/abs/cs/0505016v1,arXiv,the recognition of optical characters is known to be one of the earliest applications of artificial neural networks which partially emulate human thinking in the domain of artificial intelligence in this paper a simplified neural approach to recognition of optical or visual characters is portrayed and discussed the document is expected to serve as a resource for learners and amateur investigators in pattern recognition neural networking and related disciplines,9,-1
Self-organizing neural networks in classification and image recognition,Self-organizing neural networks are used for brick finding in OPERA experiment. Self-organizing neural networks and wavelet analysis used for recognition and extraction of car numbers from images.,"G. A. Ososkov, S. G. Dmitrievskiy, A. V. Stadnik",http://arxiv.org/abs/cs/0406047v1,arXiv,self-organizing neural networks are used for brick finding in opera experiment self-organizing neural networks and wavelet analysis used for recognition and extraction of car numbers from images,9,-1
"Using Variable Threshold to Increase Capacity in a Feedback Neural
  Network",The article presents new results on the use of variable thresholds to increase the capacity of a feedback neural network. Non-binary networks are also considered in this analysis.,Praveen Kuruvada,http://arxiv.org/abs/1103.5081v2,arXiv,the article presents new results on the use of variable thresholds to increase the capacity of a feedback neural network non-binary networks are also considered in this analysis,5,0
